CUST_NO,PRODUCT,DEALERSHIP,PAYMENT_DESC,PROMO_ID,DATE_ID,TRANSACTION_DATE,TRANSACTION_ID,EMPLOYEE_ID,TIME_KEY,SELLING_PRICE,DELIVERY_CHARGES,QUANTITY,DISCOUNT,HOLDBACK,REBATE
3456,86523,29,Loan,200,2452372,01/11/2005 00:00:00,1046889,86496,150819,2472.94,46.90,1,18.191558,58.63,35.18
4767,86537,9,Other,200,2452372,01/11/2005 00:00:00,1046582,86411,113923,2034.68,45.00,1,0.000000,56.25,33.75
3456,86520,29,Lease,200,2452372,01/11/2005 00:00:00,1046889,86496,184441,191.43,3.50,1,23.061251,4.38,2.63
5796,86509,15,Cash,200,2452372,01/11/2005 00:00:00,1047352,86476,80258,660.11,6.20,1,19.401288,15.50,9.30
3456,86502,29,Cash,200,2452372,01/11/2005 00:00:00,1046889,86441,183532,571.88,12.10,1,4.846939,15.13,9.08
3456,86521,29,Cash,105,2452372,01/11/2005 00:00:00,1046889,86496,75247,4650.50,42.50,1,23.051670,106.25,63.75
5796,86543,15,Bank Draft,200,2452372,01/11/2005 00:00:00,1047352,86444,153234,1120.92,10.90,1,14.486372,27.25,16.35
6236,86537,10,Loan,200,2452373,01/11/2005 00:00:00,1046803,86448,91146,2034.68,45.00,1,0.000000,56.25,33.75
5292,86532,20,Lease,200,2452373,01/11/2005 00:00:00,1047013,86469,110320,205.72,2.25,1,1.213157,5.63,3.38
6236,86530,10,Cash,200,2452373,01/11/2005 00:00:00,1046803,86472,161545,3118.89,62.00,1,12.105156,77.50,46.50
5292,86539,20,Bank Draft,200,2452373,01/11/2005 00:00:00,1047013,86469,142431,1674.76,18.50,1,0.000000,46.25,27.75
5292,2001,20,Loan,200,2452373,01/11/2005 00:00:00,1047013,86469,92946,83048.01,780.00,1,19.400568,1950.00,1170.00
5861,2000,28,Loan,200,2452373,01/11/2005 00:00:00,1047247,86495,185543,93380.00,1840.00,1,13.333333,2300.00,1380.00
5861,86504,28,Lease,200,2452373,01/11/2005 00:00:00,1047247,86422,104512,596.28,12.90,1,2.425813,16.13,9.68
6236,86516,10,Lease,105,2452373,01/11/2005 00:00:00,1046803,86448,181503,3951.87,84.60,1,3.639684,105.75,63.45
6236,86538,10,Lease,200,2452373,01/11/2005 00:00:00,1046803,86472,150302,359.02,7.00,1,14.531660,8.75,5.25
5292,86511,20,Cash,200,2452373,01/11/2005 00:00:00,1047013,86469,101333,4603.22,44.50,1,15.768463,111.25,66.75
5292,86530,20,Other,200,2452373,01/11/2005 00:00:00,1047013,86469,133458,3118.89,62.00,1,12.105156,77.50,46.50
3161,86524,23,Cash,200,2452374,01/11/2005 00:00:00,1047259,86479,130656,331.26,19.00,3,16.947489,23.75,14.25
3161,86501,23,Cash,200,2452374,01/11/2005 00:00:00,1047259,86458,120435,741.38,6.90,1,20.619433,17.25,10.35
5855,86540,29,Bank Draft,200,2452375,01/11/2005 00:00:00,1046333,86436,74407,1171.29,22.40,1,16.953437,28.00,16.80
5855,86515,29,Bank Draft,200,2452375,01/11/2005 00:00:00,1046333,86496,183406,2462.19,22.50,1,23.049645,56.25,33.75
5071,86508,29,Bank Draft,200,2452376,01/11/2005 00:00:00,1047279,86405,164059,640.61,6.20,1,15.791354,15.50,9.30
5071,86534,29,Bank Draft,125,2452376,01/11/2005 00:00:00,1047279,86441,154325,4178.98,44.25,1,4.852006,110.63,66.38
5631,2002,5,Loan,200,2452376,01/11/2005 00:00:00,1047405,86431,175347,50257.71,510.00,1,9.691740,1275.00,765.00
6213,86530,29,Other,200,2452376,01/11/2005 00:00:00,1046513,86436,75407,3118.89,62.00,1,12.105156,77.50,46.50
5631,86538,5,Bank Draft,200,2452376,01/11/2005 00:00:00,1047405,86459,153308,359.02,7.00,1,14.531660,8.75,5.25
5631,86539,5,Bank Draft,200,2452376,01/11/2005 00:00:00,1047405,86431,151528,1674.76,18.50,1,0.000000,46.25,27.75
2598,2002,27,Bank Draft,200,2452376,01/11/2005 00:00:00,1046228,86417,161912,50257.71,510.00,1,9.691740,1275.00,765.00
5631,86538,5,Cash,200,2452376,01/11/2005 00:00:00,1047405,86434,84030,359.02,7.00,1,14.531660,8.75,5.25
6213,86541,29,Other,200,2452376,01/11/2005 00:00:00,1046513,86496,101823,729.53,14.10,1,15.761641,17.63,10.58
6213,86520,29,Other,200,2452376,01/11/2005 00:00:00,1046513,86441,83259,191.43,3.50,1,23.061251,4.38,2.63
3607,86531,6,Bank Draft,200,2452377,01/11/2005 00:00:00,1046550,86424,90320,350.75,3.45,1,13.306272,8.63,5.17
3607,86510,6,Other,200,2452377,01/11/2005 00:00:00,1046550,86424,180522,1125.11,22.40,1,12.127625,28.00,16.80
3688,2000,21,Loan,200,2452378,01/11/2005 00:00:00,1047221,86475,160812,31126.67,1840.00,3,13.333333,2300.00,1380.00
5823,86537,23,Other,200,2452378,01/11/2005 00:00:00,1046851,86479,95011,2034.68,45.00,1,0.000000,56.25,33.75
5823,86536,23,Bank Draft,200,2452378,01/11/2005 00:00:00,1046851,86458,94138,1178.46,12.20,1,7.264328,30.50,18.30
5990,86538,23,Cash,200,2452378,01/11/2005 00:00:00,1047069,86479,153300,359.02,7.00,1,14.531660,8.75,5.25
2982,2003,13,Bank Draft,200,2452378,01/11/2005 00:00:00,1046375,86438,74147,85317.59,840.00,1,13.322262,2100.00,1260.00
5990,86536,23,Bank Draft,200,2452378,01/11/2005 00:00:00,1047069,86458,91922,1178.46,12.20,1,7.264328,30.50,18.30
5662,2003,21,Cash,200,2452378,01/11/2005 00:00:00,1046596,86465,83048,85317.59,840.00,1,13.322262,2100.00,1260.00
5990,86537,23,Bank Draft,200,2452378,01/11/2005 00:00:00,1047069,86470,125950,2034.68,45.00,1,0.000000,56.25,33.75
5823,86533,23,Lease,200,2452378,01/11/2005 00:00:00,1046851,86479,80825,4486.68,44.25,1,13.350497,110.63,66.38
5900,86517,5,Bank Draft,200,2452380,01/11/2005 00:00:00,1047603,86459,130537,2655.00,26.70,1,10.917274,66.75,40.05
5649,86505,21,Cash,200,2452380,01/11/2005 00:00:00,1047458,86447,135608,694.73,6.70,1,15.721135,16.75,10.05
5649,86517,21,Loan,200,2452380,01/11/2005 00:00:00,1047458,86475,111643,2655.00,26.70,1,10.917274,66.75,40.05
5714,86508,20,Bank Draft,200,2452380,01/11/2005 00:00:00,1047925,86469,151555,640.61,6.20,1,15.791354,15.50,9.30
5714,86534,20,Loan,200,2452380,01/11/2005 00:00:00,1047925,86469,85955,4178.98,44.25,1,4.852006,110.63,66.38
5714,86533,20,Lease,200,2452380,01/11/2005 00:00:00,1047925,86469,130105,4486.68,44.25,1,13.350497,110.63,66.38
5900,86540,5,Cash,200,2452380,01/11/2005 00:00:00,1047603,86431,141417,1171.29,22.40,1,16.953437,28.00,16.80
5649,86532,21,Other,200,2452380,01/11/2005 00:00:00,1047458,86465,122230,205.72,2.25,1,1.213157,5.63,3.38
5714,86522,20,Lease,200,2452380,01/11/2005 00:00:00,1047925,86469,182608,2921.25,53.40,1,23.055383,66.75,40.05
5714,86528,20,Cash,200,2452380,01/11/2005 00:00:00,1047925,86469,74343,453.31,4.25,1,19.356162,10.63,6.38
5941,2000,23,Other,200,2452381,01/11/2005 00:00:00,1046209,86458,165942,93380.00,1840.00,1,13.333333,2300.00,1380.00
3634,2002,8,Loan,200,2452381,01/11/2005 00:00:00,1046637,86491,144648,50257.71,510.00,1,9.691740,1275.00,765.00
5941,86501,23,Bank Draft,200,2452381,01/11/2005 00:00:00,1046209,86470,82318,741.38,6.90,1,20.619433,17.25,10.35
3634,86508,8,Bank Draft,200,2452381,01/11/2005 00:00:00,1046637,86428,81309,640.61,6.20,1,15.791354,15.50,9.30
3634,86518,8,Lease,200,2452381,01/11/2005 00:00:00,1046637,86428,112444,2495.48,53.40,1,3.637959,66.75,40.05
6647,86515,25,Loan,200,2452382,01/11/2005 00:00:00,1047673,86452,175146,2462.19,22.50,1,23.049645,56.25,33.75
6122,86511,24,Bank Draft,200,2452382,01/11/2005 00:00:00,1046866,86482,170029,4603.22,44.50,1,15.768463,111.25,66.75
5766,2001,9,Cash,200,2452382,01/11/2005 00:00:00,1047114,86439,132725,83048.01,780.00,1,19.400568,1950.00,1170.00
6647,2002,25,Cash,125,2452382,01/11/2005 00:00:00,1047673,86452,134123,50257.71,510.00,1,9.691740,1275.00,765.00
3756,86535,2,Bank Draft,200,2452382,01/11/2005 00:00:00,1047269,86478,165134,359.09,3.25,1,24.245629,8.13,4.88
3756,86528,2,Bank Draft,200,2452382,01/11/2005 00:00:00,1047269,86478,174806,453.31,4.25,1,19.356162,10.63,6.38
5766,86506,9,Bank Draft,200,2452382,01/11/2005 00:00:00,1047114,86439,171720,536.44,11.00,1,8.481262,13.75,8.25
5766,86536,9,Cash,200,2452382,01/11/2005 00:00:00,1047114,86419,122205,1178.46,12.20,1,7.264328,30.50,18.30
5766,86505,9,Cash,200,2452382,01/11/2005 00:00:00,1047114,86439,70300,694.73,6.70,1,15.721135,16.75,10.05
6647,86506,25,Lease,200,2452382,01/11/2005 00:00:00,1047673,86452,81231,536.44,11.00,1,8.481262,13.75,8.25
5766,86511,9,Bank Draft,200,2452382,01/11/2005 00:00:00,1047114,86411,83001,4603.22,44.50,1,15.768463,111.25,66.75
3756,86538,2,Other,200,2452382,01/11/2005 00:00:00,1047269,86498,185543,359.02,7.00,1,14.531660,8.75,5.25
6122,86514,24,Cash,200,2452382,01/11/2005 00:00:00,1046866,86482,151522,1024.78,11.20,1,1.212146,28.00,16.80
6122,2000,24,Lease,200,2452382,01/11/2005 00:00:00,1046866,86443,154324,93380.00,1840.00,1,13.333333,2300.00,1380.00
6647,86539,25,Cash,200,2452382,01/11/2005 00:00:00,1047673,86452,124710,1674.76,18.50,1,0.000000,46.25,27.75
5109,2003,7,Bank Draft,200,2452382,01/11/2005 00:00:00,1046826,86453,141121,85317.59,840.00,1,13.322262,2100.00,1260.00
3756,86539,2,Lease,200,2452382,01/11/2005 00:00:00,1047269,86474,134512,1674.76,18.50,1,0.000000,46.25,27.75
5766,86504,9,Loan,200,2452382,01/11/2005 00:00:00,1047114,86419,94339,596.28,12.90,1,2.425813,16.13,9.68
4904,86537,14,Cash,200,2452383,01/11/2005 00:00:00,1046303,86456,81019,2034.68,45.00,1,0.000000,56.25,33.75
4904,86506,14,Lease,125,2452383,01/11/2005 00:00:00,1046303,86442,70448,536.44,11.00,1,8.481262,13.75,8.25
4283,86504,15,Cash,200,2452383,01/11/2005 00:00:00,1047170,86444,134108,596.28,12.90,1,2.425813,16.13,9.68
4283,86528,15,Bank Draft,200,2452383,01/11/2005 00:00:00,1047170,86444,174949,453.31,4.25,1,19.356162,10.63,6.38
4904,86502,14,Loan,200,2452383,01/11/2005 00:00:00,1046303,86456,171516,577.93,12.10,1,6.058673,15.13,9.08
5300,86529,11,Cash,125,2452383,01/11/2005 00:00:00,1047526,86464,171814,1350.98,28.00,1,7.272881,35.00,21.00
5300,86520,11,Lease,200,2452383,01/11/2005 00:00:00,1047526,86464,104111,191.43,3.50,1,23.061251,4.38,2.63
5300,86533,11,Loan,200,2452383,01/11/2005 00:00:00,1047526,86433,160510,4486.68,44.25,1,13.350497,110.63,66.38
5300,86528,11,Loan,200,2452383,01/11/2005 00:00:00,1047526,86433,143518,453.31,4.25,1,19.356162,10.63,6.38
577,2001,7,Bank Draft,200,2452383,01/11/2005 00:00:00,1047426,86481,122221,83048.01,780.00,1,19.400568,1950.00,1170.00
5300,86517,11,Loan,200,2452383,01/11/2005 00:00:00,1047526,86464,162615,2655.00,26.70,1,10.917274,66.75,40.05
3058,86529,2,Other,200,2452383,01/11/2005 00:00:00,1046393,86478,135019,1350.98,28.00,1,7.272881,35.00,21.00
3058,86529,2,Cash,200,2452383,01/11/2005 00:00:00,1046393,86478,140134,1350.98,28.00,1,7.272881,35.00,21.00
4006,2002,12,Cash,200,2452383,01/11/2005 00:00:00,1047486,86435,155718,50257.71,510.00,1,9.691740,1275.00,765.00
6067,86508,28,Loan,200,2452384,01/11/2005 00:00:00,1046446,86495,155728,640.61,6.20,1,15.791354,15.50,9.30
4880,86508,19,Lease,200,2452384,01/11/2005 00:00:00,1047345,86437,173202,640.61,6.20,1,15.791354,15.50,9.30
6067,86511,28,Bank Draft,200,2452384,01/11/2005 00:00:00,1046446,86446,121516,4603.22,44.50,1,15.768463,111.25,66.75
4880,86522,19,Loan,200,2452384,01/11/2005 00:00:00,1047345,86468,183636,2600.85,53.40,1,8.494088,66.75,40.05
6067,86513,28,Cash,200,2452384,01/11/2005 00:00:00,1046446,86422,81400,3294.38,34.50,1,6.061388,86.25,51.75
6067,86503,28,Cash,200,2452384,01/11/2005 00:00:00,1046446,86495,163525,680.34,7.05,1,7.272592,17.63,10.58
6067,2003,28,Cash,200,2452384,01/11/2005 00:00:00,1046446,86454,115019,85317.59,840.00,1,13.322262,2100.00,1260.00
6552,86520,11,Cash,200,2452385,01/11/2005 00:00:00,1046551,86433,93305,191.43,3.50,1,23.061251,4.38,2.63
6552,2002,11,Lease,200,2452385,01/11/2005 00:00:00,1046551,86464,95811,50257.71,510.00,1,9.691740,1275.00,765.00
6552,86504,11,Other,200,2452385,01/11/2005 00:00:00,1046551,86464,185101,596.28,12.90,1,2.425813,16.13,9.68
6552,86543,11,Bank Draft,200,2452385,01/11/2005 00:00:00,1046551,86464,154532,373.64,10.90,3,14.486372,27.25,16.35
6552,86534,11,Cash,200,2452385,01/11/2005 00:00:00,1046551,86464,124848,4178.98,44.25,1,4.852006,110.63,66.38
3493,86501,10,Cash,200,2452386,01/11/2005 00:00:00,1047421,86407,173208,741.38,6.90,1,20.619433,17.25,10.35
3493,86537,10,Bank Draft,200,2452386,01/11/2005 00:00:00,1047421,86461,112311,2034.68,45.00,1,0.000000,56.25,33.75
2173,2003,28,Bank Draft,200,2452387,01/11/2005 00:00:00,1047378,86446,122942,85317.59,840.00,1,13.322262,2100.00,1260.00
6007,2001,2,Bank Draft,200,2452387,01/11/2005 00:00:00,1047238,86420,71505,83048.01,780.00,1,19.400568,1950.00,1170.00
6350,86522,19,Bank Draft,200,2452387,01/11/2005 00:00:00,1046352,86437,85215,2574.15,26.70,1,7.280647,66.75,40.05
6350,86533,19,Bank Draft,200,2452387,01/11/2005 00:00:00,1046352,86468,163736,4486.68,44.25,1,13.350497,110.63,66.38
6007,86503,2,Cash,200,2452387,01/11/2005 00:00:00,1047238,86474,75714,680.34,7.05,1,7.272592,17.63,10.58
6756,2000,26,Bank Draft,200,2452387,01/11/2005 00:00:00,1047406,86449,173355,93380.00,1840.00,1,13.333333,2300.00,1380.00
6007,86526,2,Lease,200,2452387,01/11/2005 00:00:00,1047238,86423,173923,2849.79,26.00,1,23.000400,65.00,39.00
6350,86514,19,Loan,200,2452387,01/11/2005 00:00:00,1046352,86468,184352,1024.78,11.20,1,1.212146,28.00,16.80
4026,86535,10,Cash,200,2452387,01/11/2005 00:00:00,1046275,86448,173122,359.09,3.25,1,24.245629,8.13,4.88
4026,86517,10,Bank Draft,200,2452387,01/11/2005 00:00:00,1046275,86407,143130,2655.00,26.70,1,10.917274,66.75,40.05
6350,86521,19,Cash,200,2452387,01/11/2005 00:00:00,1046352,86468,105002,4650.50,42.50,1,23.051670,106.25,63.75
4026,86502,10,Other,200,2452387,01/11/2005 00:00:00,1046275,86448,120546,571.88,12.10,1,4.846939,15.13,9.08
6333,86519,13,Cash,200,2452388,01/11/2005 00:00:00,1047330,86401,101632,2445.28,26.70,1,1.210894,66.75,40.05
6060,86534,27,Loan,200,2452388,01/11/2005 00:00:00,1047484,86417,81118,4178.98,44.25,1,4.852006,110.63,66.38
6637,86505,16,Other,200,2452388,01/11/2005 00:00:00,1047945,86489,121044,694.73,6.70,1,15.721135,16.75,10.05
6637,86501,16,Loan,200,2452388,01/11/2005 00:00:00,1047945,86457,75226,741.38,6.90,1,20.619433,17.25,10.35
6333,2003,13,Loan,200,2452388,01/11/2005 00:00:00,1047330,86401,92823,85317.59,840.00,1,13.322262,2100.00,1260.00
6060,86534,27,Lease,200,2452388,01/11/2005 00:00:00,1047484,86417,121241,4178.98,44.25,1,4.852006,110.63,66.38
6118,86521,4,Other,200,2452388,01/11/2005 00:00:00,1047536,86412,140704,4650.50,42.50,1,23.051670,106.25,63.75
6333,86525,13,Cash,200,2452388,01/11/2005 00:00:00,1047330,86401,71358,229.74,4.40,1,16.984402,5.50,3.30
6637,86511,16,Loan,200,2452388,01/11/2005 00:00:00,1047945,86457,100250,4603.22,44.50,1,15.768463,111.25,66.75
6637,86539,16,Cash,200,2452388,01/11/2005 00:00:00,1047945,86457,105341,1674.76,18.50,1,0.000000,46.25,27.75
6060,86514,27,Loan,200,2452388,01/11/2005 00:00:00,1047484,86494,103846,512.39,11.20,2,1.212146,28.00,16.80
6118,86513,4,Bank Draft,200,2452388,01/11/2005 00:00:00,1047536,86412,132431,3294.38,34.50,1,6.061388,86.25,51.75
6637,86512,16,Bank Draft,200,2452388,01/11/2005 00:00:00,1047945,86457,72704,4302.96,45.00,1,6.051711,112.50,67.50
6333,86534,13,Loan,200,2452388,01/11/2005 00:00:00,1047330,86438,101035,4178.98,44.25,1,4.852006,110.63,66.38
6637,86512,16,Bank Draft,200,2452388,01/11/2005 00:00:00,1047945,86457,123959,4302.96,45.00,1,6.051711,112.50,67.50
6060,2001,27,Bank Draft,105,2452388,01/11/2005 00:00:00,1047484,86494,135510,83048.01,780.00,1,19.400568,1950.00,1170.00
6118,86526,4,Bank Draft,200,2452388,01/11/2005 00:00:00,1047536,86409,155613,949.93,26.00,3,23.000400,65.00,39.00
6118,86539,4,Loan,200,2452388,01/11/2005 00:00:00,1047536,86409,151203,1674.76,18.50,1,0.000000,46.25,27.75
4382,86525,29,Other,200,2452389,01/11/2005 00:00:00,1047152,86496,93851,229.74,4.40,1,16.984402,5.50,3.30
6725,86521,12,Loan,200,2452389,01/11/2005 00:00:00,1046616,86435,164947,4650.50,42.50,1,23.051670,106.25,63.75
4730,86501,23,Cash,200,2452389,01/11/2005 00:00:00,1046764,86490,152429,741.38,6.90,1,20.619433,17.25,10.35
4882,86528,12,Other,200,2452389,01/11/2005 00:00:00,1047729,86435,133922,453.31,4.25,1,19.356162,10.63,6.38
6725,86533,12,Loan,200,2452389,01/11/2005 00:00:00,1046616,86435,162200,4486.68,44.25,1,13.350497,110.63,66.38
4730,86525,23,Bank Draft,200,2452389,01/11/2005 00:00:00,1046764,86458,125929,229.74,4.40,1,16.984402,5.50,3.30
4730,2000,23,Cash,200,2452389,01/11/2005 00:00:00,1046764,86458,135334,93380.00,1840.00,1,13.333333,2300.00,1380.00
6725,86539,12,Bank Draft,200,2452389,01/11/2005 00:00:00,1046616,86435,101342,1674.76,18.50,1,0.000000,46.25,27.75
4344,2003,15,Bank Draft,200,2452389,01/11/2005 00:00:00,1047075,86444,175245,85317.59,840.00,1,13.322262,2100.00,1260.00
6725,86506,12,Bank Draft,200,2452389,01/11/2005 00:00:00,1046616,86435,140502,536.44,11.00,1,8.481262,13.75,8.25
4882,86522,12,Other,200,2452389,01/11/2005 00:00:00,1047729,86435,93511,2734.35,53.40,1,14.561294,66.75,40.05
4382,86528,29,Other,200,2452389,01/11/2005 00:00:00,1047152,86436,173835,453.31,4.25,1,19.356162,10.63,6.38
1184,2002,30,Loan,125,2452390,01/11/2005 00:00:00,1047462,86497,142434,50257.71,510.00,1,9.691740,1275.00,765.00
3774,2002,17,Cash,200,2452390,01/11/2005 00:00:00,1046918,86460,183201,50257.71,510.00,1,9.691740,1275.00,765.00
4109,86504,27,Bank Draft,200,2452391,01/11/2005 00:00:00,1046321,86494,83617,596.28,12.90,1,2.425813,16.13,9.68
1691,86532,7,Other,200,2452391,01/11/2005 00:00:00,1047418,86453,90604,205.72,2.25,1,1.213157,5.63,3.38
4109,2002,27,Cash,200,2452391,01/11/2005 00:00:00,1046321,86494,114946,50257.71,510.00,1,9.691740,1275.00,765.00
4109,86530,27,Loan,200,2452391,01/11/2005 00:00:00,1046321,86494,122519,3118.89,62.00,1,12.105156,77.50,46.50
4109,86522,27,Lease,200,2452391,01/11/2005 00:00:00,1046321,86494,153527,2440.65,53.40,1,1.213441,66.75,40.05
1691,86501,7,Cash,200,2452391,01/11/2005 00:00:00,1047418,86453,120015,741.38,6.90,1,20.619433,17.25,10.35
2099,2000,6,Loan,200,2452392,01/11/2005 00:00:00,1047499,86403,75324,93380.00,1840.00,1,13.333333,2300.00,1380.00
5942,86515,8,Other,200,2452393,01/11/2005 00:00:00,1046544,86428,104324,2462.19,22.50,1,23.049645,56.25,33.75
5942,2002,8,Bank Draft,200,2452393,01/11/2005 00:00:00,1046544,86428,103200,25128.85,510.00,2,9.691740,1275.00,765.00
5942,2000,8,Lease,200,2452393,01/11/2005 00:00:00,1046544,86428,133318,93380.00,1840.00,1,13.333333,2300.00,1380.00
6269,2001,12,Cash,200,2452394,01/11/2005 00:00:00,1046226,86435,151844,83048.01,780.00,1,19.400568,1950.00,1170.00
6225,86521,7,Loan,200,2452394,01/11/2005 00:00:00,1047623,86453,154140,4650.50,42.50,1,23.051670,106.25,63.75
6269,86525,12,Loan,200,2452394,01/11/2005 00:00:00,1046226,86435,155942,229.74,4.40,1,16.984402,5.50,3.30
6269,86514,12,Bank Draft,200,2452394,01/11/2005 00:00:00,1046226,86435,103639,1024.78,11.20,1,1.212146,28.00,16.80
6225,2000,7,Bank Draft,200,2452394,01/11/2005 00:00:00,1047623,86481,105646,93380.00,1840.00,1,13.333333,2300.00,1380.00
6269,86528,12,Loan,200,2452394,01/11/2005 00:00:00,1046226,86435,140719,453.31,4.25,1,19.356162,10.63,6.38
6269,86511,12,Other,200,2452394,01/11/2005 00:00:00,1046226,86435,143138,4603.22,44.50,1,15.768463,111.25,66.75
6269,86537,12,Loan,200,2452394,01/11/2005 00:00:00,1046226,86435,71717,2034.68,45.00,1,0.000000,56.25,33.75
6225,86535,7,Cash,200,2452394,01/11/2005 00:00:00,1047623,86453,80204,359.09,3.25,1,24.245629,8.13,4.88
6269,2002,12,Loan,200,2452394,01/11/2005 00:00:00,1046226,86435,133933,50257.71,510.00,1,9.691740,1275.00,765.00
6269,86527,12,Loan,200,2452394,01/11/2005 00:00:00,1046226,86435,143158,873.88,17.40,1,12.129190,21.75,13.05
6070,86538,18,Loan,200,2452395,01/11/2005 00:00:00,1046958,86413,91701,359.02,7.00,1,14.531660,8.75,5.25
3536,86532,19,Loan,125,2452395,01/11/2005 00:00:00,1046792,86468,74347,205.72,2.25,1,1.213157,5.63,3.38
3536,86529,19,Bank Draft,200,2452395,01/11/2005 00:00:00,1046792,86468,111152,1350.98,28.00,1,7.272881,35.00,21.00
3536,86529,19,Lease,200,2452395,01/11/2005 00:00:00,1046792,86468,162555,1350.98,28.00,1,7.272881,35.00,21.00
6070,86520,18,Lease,200,2452395,01/11/2005 00:00:00,1046958,86488,163354,191.43,3.50,1,23.061251,4.38,2.63
5814,86516,9,Other,200,2452396,01/12/2005 00:00:00,1047572,86419,160032,3951.87,84.60,1,3.639684,105.75,63.45
6016,86518,5,Cash,200,2452396,01/12/2005 00:00:00,1047068,86404,113055,2495.48,53.40,1,3.637959,66.75,40.05
5814,86542,9,Cash,200,2452396,01/12/2005 00:00:00,1047572,86419,142622,179.52,3.50,1,14.531173,4.38,2.63
1389,86514,22,Cash,200,2452396,01/12/2005 00:00:00,1046669,86430,105833,1024.78,11.20,1,1.212146,28.00,16.80
5814,2004,9,Loan,200,2452396,01/12/2005 00:00:00,1047572,86439,144351,54771.93,540.00,1,13.344736,1350.00,810.00
1389,86538,22,Cash,200,2452396,01/12/2005 00:00:00,1046669,86450,170509,359.02,7.00,1,14.531660,8.75,5.25
6016,86541,5,Lease,200,2452396,01/12/2005 00:00:00,1047068,86434,111029,729.53,14.10,1,15.761641,17.63,10.58
5814,86507,9,Loan,200,2452396,01/12/2005 00:00:00,1047572,86439,150222,411.32,4.50,1,1.213527,11.25,6.75
6016,86509,5,Bank Draft,200,2452396,01/12/2005 00:00:00,1047068,86459,113228,629.11,6.20,1,13.338386,15.50,9.30
6016,86508,5,Loan,200,2452396,01/12/2005 00:00:00,1047068,86404,162632,640.61,6.20,1,15.791354,15.50,9.30
4815,86511,17,Bank Draft,200,2452397,01/12/2005 00:00:00,1046983,86467,90146,4603.22,44.50,1,15.768463,111.25,66.75
6721,86509,16,Other,200,2452397,01/12/2005 00:00:00,1046716,86457,145601,629.11,12.40,1,13.338386,15.50,9.30
3252,86524,6,Loan,200,2452397,01/12/2005 00:00:00,1047521,86424,133930,993.78,19.00,1,16.947489,23.75,14.25
4447,86524,22,Other,200,2452397,01/12/2005 00:00:00,1047176,86471,100930,993.78,19.00,1,16.947489,23.75,14.25
4815,86530,17,Loan,200,2452397,01/12/2005 00:00:00,1046983,86487,154144,3118.89,62.00,1,12.105156,77.50,46.50
6721,86540,16,Cash,200,2452397,01/12/2005 00:00:00,1046716,86489,110242,1171.29,22.40,1,16.953437,28.00,16.80
4447,86531,22,Loan,200,2452397,01/12/2005 00:00:00,1047176,86450,145655,350.75,3.45,1,13.306272,8.63,5.17
3252,86529,6,Loan,200,2452397,01/12/2005 00:00:00,1047521,86403,171841,675.49,28.00,2,7.272881,35.00,21.00
4447,86506,22,Bank Draft,200,2452397,01/12/2005 00:00:00,1047176,86483,81235,536.44,11.00,1,8.481262,13.75,8.25
3252,86507,6,Cash,200,2452397,01/12/2005 00:00:00,1047521,86402,85317,411.32,4.50,1,1.213527,11.25,6.75
4815,86501,17,Bank Draft,125,2452397,01/12/2005 00:00:00,1046983,86467,152509,741.38,6.90,1,20.619433,17.25,10.35
4815,86511,17,Other,200,2452397,01/12/2005 00:00:00,1046983,86492,144443,4603.22,44.50,1,15.768463,111.25,66.75
4815,86516,17,Bank Draft,200,2452397,01/12/2005 00:00:00,1046983,86487,74600,3951.87,84.60,1,3.639684,105.75,63.45
5047,86536,4,Other,200,2452398,01/12/2005 00:00:00,1047832,86412,173847,1178.46,12.20,1,7.264328,30.50,18.30
5047,86506,4,Other,200,2452398,01/12/2005 00:00:00,1047832,86409,80423,536.44,11.00,1,8.481262,13.75,8.25
5047,2002,4,Loan,200,2452398,01/12/2005 00:00:00,1047832,86466,142105,50257.71,510.00,1,9.691740,1275.00,765.00
5047,86515,4,Bank Draft,200,2452398,01/12/2005 00:00:00,1047832,86412,102018,2462.19,22.50,1,23.049645,56.25,33.75
6731,86502,14,Lease,200,2452399,01/12/2005 00:00:00,1047482,86451,171623,596.08,12.10,1,9.693878,15.13,9.08
6731,86512,14,Loan,200,2452399,01/12/2005 00:00:00,1047482,86456,101914,4302.96,45.00,1,6.051711,112.50,67.50
6731,86528,14,Cash,200,2452399,01/12/2005 00:00:00,1047482,86451,160709,453.31,4.25,1,19.356162,10.63,6.38
1540,86518,26,Loan,200,2452399,01/12/2005 00:00:00,1046677,86449,72839,2495.48,53.40,1,3.637959,66.75,40.05
6731,86540,14,Bank Draft,200,2452399,01/12/2005 00:00:00,1047482,86442,164450,1171.29,22.40,1,16.953437,28.00,16.80
1540,2000,26,Loan,200,2452399,01/12/2005 00:00:00,1046677,86499,73527,93380.00,1840.00,1,13.333333,2300.00,1380.00
6695,86538,22,Bank Draft,200,2452400,01/12/2005 00:00:00,1047372,86430,145436,359.02,7.00,1,14.531660,8.75,5.25
5539,86528,2,Bank Draft,200,2452400,01/12/2005 00:00:00,1047717,86426,81051,453.31,4.25,1,19.356162,10.63,6.38
4195,86515,18,Cash,200,2452400,01/12/2005 00:00:00,1046307,86488,93156,2462.19,22.50,1,23.049645,56.25,33.75
5539,2003,2,Bank Draft,200,2452400,01/12/2005 00:00:00,1047717,86423,75608,85317.59,840.00,1,13.322262,2100.00,1260.00
