DATE_SK,DATE_VALUE,DATE_NUM,YEAR_MONTH_NUMBER,CALENDAR_QUARTER,MONTH_NUM,MONTH_NAME,MONTH_SHORT_NAME,WEEK_NUM,DAY_NUM_OF_YEAR,DAY_NUM_OF_MONTH,DAY_NUM_OF_WEEK,DAY_NAME,DAY_SHORT_NAME,QUARTER_NUM,YEAR_QUARTER_NUM,DAY_NUM_OF_QUARTER
20061104,2006-11-04,20061104,200611,Qtr 4,11,November,Nov,44,308,4,7,Saturday,Sat,4,20064,35
20061105,2006-11-05,20061105,200611,Qtr 4,11,November,Nov,44,309,5,1,Sunday,Sun,4,20064,36
20061106,2006-11-06,20061106,200611,Qtr 4,11,November,Nov,45,310,6,2,Monday,Mon,4,20064,37
20061107,2006-11-07,20061107,200611,Qtr 4,11,November,Nov,45,311,7,3,Tuesday,Tue,4,20064,38
20061108,2006-11-08,20061108,200611,Qtr 4,11,November,Nov,45,312,8,4,Wednesday,Wed,4,20064,39
20061109,2006-11-09,20061109,200611,Qtr 4,11,November,Nov,45,313,9,5,Thursday,Thu,4,20064,40
20061110,2006-11-10,20061110,200611,Qtr 4,11,November,Nov,45,314,10,6,Friday,Fri,4,20064,41
20061111,2006-11-11,20061111,200611,Qtr 4,11,November,Nov,45,315,11,7,Saturday,Sat,4,20064,42
20061112,2006-11-12,20061112,200611,Qtr 4,11,November,Nov,45,316,12,1,Sunday,Sun,4,20064,43
20061113,2006-11-13,20061113,200611,Qtr 4,11,November,Nov,46,317,13,2,Monday,Mon,4,20064,44
20061114,2006-11-14,20061114,200611,Qtr 4,11,November,Nov,46,318,14,3,Tuesday,Tue,4,20064,45
20061115,2006-11-15,20061115,200611,Qtr 4,11,November,Nov,46,319,15,4,Wednesday,Wed,4,20064,46
20061116,2006-11-16,20061116,200611,Qtr 4,11,November,Nov,46,320,16,5,Thursday,Thu,4,20064,47
20061117,2006-11-17,20061117,200611,Qtr 4,11,November,Nov,46,321,17,6,Friday,Fri,4,20064,48
20061118,2006-11-18,20061118,200611,Qtr 4,11,November,Nov,46,322,18,7,Saturday,Sat,4,20064,49
20061119,2006-11-19,20061119,200611,Qtr 4,11,November,Nov,46,323,19,1,Sunday,Sun,4,20064,50
20061120,2006-11-20,20061120,200611,Qtr 4,11,November,Nov,47,324,20,2,Monday,Mon,4,20064,51
20061121,2006-11-21,20061121,200611,Qtr 4,11,November,Nov,47,325,21,3,Tuesday,Tue,4,20064,52
20061122,2006-11-22,20061122,200611,Qtr 4,11,November,Nov,47,326,22,4,Wednesday,Wed,4,20064,53
20061123,2006-11-23,20061123,200611,Qtr 4,11,November,Nov,47,327,23,5,Thursday,Thu,4,20064,54
20061124,2006-11-24,20061124,200611,Qtr 4,11,November,Nov,47,328,24,6,Friday,Fri,4,20064,55
20061125,2006-11-25,20061125,200611,Qtr 4,11,November,Nov,47,329,25,7,Saturday,Sat,4,20064,56
20061126,2006-11-26,20061126,200611,Qtr 4,11,November,Nov,47,330,26,1,Sunday,Sun,4,20064,57
20061127,2006-11-27,20061127,200611,Qtr 4,11,November,Nov,48,331,27,2,Monday,Mon,4,20064,58
20061128,2006-11-28,20061128,200611,Qtr 4,11,November,Nov,48,332,28,3,Tuesday,Tue,4,20064,59
20061129,2006-11-29,20061129,200611,Qtr 4,11,November,Nov,48,333,29,4,Wednesday,Wed,4,20064,60
20061130,2006-11-30,20061130,200611,Qtr 4,11,November,Nov,48,334,30,5,Thursday,Thu,4,20064,61
20061201,2006-12-01,20061201,200612,Qtr 4,12,December,Dec,48,335,1,6,Friday,Fri,4,20064,62
20061202,2006-12-02,20061202,200612,Qtr 4,12,December,Dec,48,336,2,7,Saturday,Sat,4,20064,63
20061203,2006-12-03,20061203,200612,Qtr 4,12,December,Dec,48,337,3,1,Sunday,Sun,4,20064,64
20061204,2006-12-04,20061204,200612,Qtr 4,12,December,Dec,49,338,4,2,Monday,Mon,4,20064,65
20061205,2006-12-05,20061205,200612,Qtr 4,12,December,Dec,49,339,5,3,Tuesday,Tue,4,20064,66
20061206,2006-12-06,20061206,200612,Qtr 4,12,December,Dec,49,340,6,4,Wednesday,Wed,4,20064,67
20061207,2006-12-07,20061207,200612,Qtr 4,12,December,Dec,49,341,7,5,Thursday,Thu,4,20064,68
20061208,2006-12-08,20061208,200612,Qtr 4,12,December,Dec,49,342,8,6,Friday,Fri,4,20064,69
20061209,2006-12-09,20061209,200612,Qtr 4,12,December,Dec,49,343,9,7,Saturday,Sat,4,20064,70
20061210,2006-12-10,20061210,200612,Qtr 4,12,December,Dec,49,344,10,1,Sunday,Sun,4,20064,71
20061211,2006-12-11,20061211,200612,Qtr 4,12,December,Dec,50,345,11,2,Monday,Mon,4,20064,72
20061212,2006-12-12,20061212,200612,Qtr 4,12,December,Dec,50,346,12,3,Tuesday,Tue,4,20064,73
20061213,2006-12-13,20061213,200612,Qtr 4,12,December,Dec,50,347,13,4,Wednesday,Wed,4,20064,74
20061214,2006-12-14,20061214,200612,Qtr 4,12,December,Dec,50,348,14,5,Thursday,Thu,4,20064,75
20061215,2006-12-15,20061215,200612,Qtr 4,12,December,Dec,50,349,15,6,Friday,Fri,4,20064,76
20061216,2006-12-16,20061216,200612,Qtr 4,12,December,Dec,50,350,16,7,Saturday,Sat,4,20064,77
20061217,2006-12-17,20061217,200612,Qtr 4,12,December,Dec,50,351,17,1,Sunday,Sun,4,20064,78
20061218,2006-12-18,20061218,200612,Qtr 4,12,December,Dec,51,352,18,2,Monday,Mon,4,20064,79
20061219,2006-12-19,20061219,200612,Qtr 4,12,December,Dec,51,353,19,3,Tuesday,Tue,4,20064,80
20061220,2006-12-20,20061220,200612,Qtr 4,12,December,Dec,51,354,20,4,Wednesday,Wed,4,20064,81
20061221,2006-12-21,20061221,200612,Qtr 4,12,December,Dec,51,355,21,5,Thursday,Thu,4,20064,82
20061222,2006-12-22,20061222,200612,Qtr 4,12,December,Dec,51,356,22,6,Friday,Fri,4,20064,83
20061223,2006-12-23,20061223,200612,Qtr 4,12,December,Dec,51,357,23,7,Saturday,Sat,4,20064,84
20061224,2006-12-24,20061224,200612,Qtr 4,12,December,Dec,51,358,24,1,Sunday,Sun,4,20064,85
20061225,2006-12-25,20061225,200612,Qtr 4,12,December,Dec,52,359,25,2,Monday,Mon,4,20064,86
20061226,2006-12-26,20061226,200612,Qtr 4,12,December,Dec,52,360,26,3,Tuesday,Tue,4,20064,87
20061227,2006-12-27,20061227,200612,Qtr 4,12,December,Dec,52,361,27,4,Wednesday,Wed,4,20064,88
20061228,2006-12-28,20061228,200612,Qtr 4,12,December,Dec,52,362,28,5,Thursday,Thu,4,20064,89
20061229,2006-12-29,20061229,200612,Qtr 4,12,December,Dec,52,363,29,6,Friday,Fri,4,20064,90
20061230,2006-12-30,20061230,200612,Qtr 4,12,December,Dec,52,364,30,7,Saturday,Sat,4,20064,91
20061231,2006-12-31,20061231,200612,Qtr 4,12,December,Dec,52,365,31,1,Sunday,Sun,4,20064,92
20070101,2007-01-01,20070101,200701,Qtr 1,1,January,Jan,1,1,1,2,Monday,Mon,1,20071,1
20070102,2007-01-02,20070102,200701,Qtr 1,1,January,Jan,1,2,2,3,Tuesday,Tue,1,20071,2
20070103,2007-01-03,20070103,200701,Qtr 1,1,January,Jan,1,3,3,4,Wednesday,Wed,1,20071,3
20070104,2007-01-04,20070104,200701,Qtr 1,1,January,Jan,1,4,4,5,Thursday,Thu,1,20071,4
20070105,2007-01-05,20070105,200701,Qtr 1,1,January,Jan,1,5,5,6,Friday,Fri,1,20071,5
20070106,2007-01-06,20070106,200701,Qtr 1,1,January,Jan,1,6,6,7,Saturday,Sat,1,20071,6
20070107,2007-01-07,20070107,200701,Qtr 1,1,January,Jan,1,7,7,1,Sunday,Sun,1,20071,7
20070108,2007-01-08,20070108,200701,Qtr 1,1,January,Jan,2,8,8,2,Monday,Mon,1,20071,8
20070109,2007-01-09,20070109,200701,Qtr 1,1,January,Jan,2,9,9,3,Tuesday,Tue,1,20071,9
20070110,2007-01-10,20070110,200701,Qtr 1,1,January,Jan,2,10,10,4,Wednesday,Wed,1,20071,10
20070111,2007-01-11,20070111,200701,Qtr 1,1,January,Jan,2,11,11,5,Thursday,Thu,1,20071,11
20070112,2007-01-12,20070112,200701,Qtr 1,1,January,Jan,2,12,12,6,Friday,Fri,1,20071,12
20070113,2007-01-13,20070113,200701,Qtr 1,1,January,Jan,2,13,13,7,Saturday,Sat,1,20071,13
20070114,2007-01-14,20070114,200701,Qtr 1,1,January,Jan,2,14,14,1,Sunday,Sun,1,20071,14
20070115,2007-01-15,20070115,200701,Qtr 1,1,January,Jan,3,15,15,2,Monday,Mon,1,20071,15
20070116,2007-01-16,20070116,200701,Qtr 1,1,January,Jan,3,16,16,3,Tuesday,Tue,1,20071,16
20070117,2007-01-17,20070117,200701,Qtr 1,1,January,Jan,3,17,17,4,Wednesday,Wed,1,20071,17
20070118,2007-01-18,20070118,200701,Qtr 1,1,January,Jan,3,18,18,5,Thursday,Thu,1,20071,18
20070119,2007-01-19,20070119,200701,Qtr 1,1,January,Jan,3,19,19,6,Friday,Fri,1,20071,19
20070120,2007-01-20,20070120,200701,Qtr 1,1,January,Jan,3,20,20,7,Saturday,Sat,1,20071,20
20070121,2007-01-21,20070121,200701,Qtr 1,1,January,Jan,3,21,21,1,Sunday,Sun,1,20071,21
20070122,2007-01-22,20070122,200701,Qtr 1,1,January,Jan,4,22,22,2,Monday,Mon,1,20071,22
20070123,2007-01-23,20070123,200701,Qtr 1,1,January,Jan,4,23,23,3,Tuesday,Tue,1,20071,23
20070124,2007-01-24,20070124,200701,Qtr 1,1,January,Jan,4,24,24,4,Wednesday,Wed,1,20071,24
20070125,2007-01-25,20070125,200701,Qtr 1,1,January,Jan,4,25,25,5,Thursday,Thu,1,20071,25
20070126,2007-01-26,20070126,200701,Qtr 1,1,January,Jan,4,26,26,6,Friday,Fri,1,20071,26
20070127,2007-01-27,20070127,200701,Qtr 1,1,January,Jan,4,27,27,7,Saturday,Sat,1,20071,27
20070128,2007-01-28,20070128,200701,Qtr 1,1,January,Jan,4,28,28,1,Sunday,Sun,1,20071,28
20070129,2007-01-29,20070129,200701,Qtr 1,1,January,Jan,5,29,29,2,Monday,Mon,1,20071,29
20070130,2007-01-30,20070130,200701,Qtr 1,1,January,Jan,5,30,30,3,Tuesday,Tue,1,20071,30
20070131,2007-01-31,20070131,200701,Qtr 1,1,January,Jan,5,31,31,4,Wednesday,Wed,1,20071,31
20070201,2007-02-01,20070201,200702,Qtr 1,2,February,Feb,5,32,1,5,Thursday,Thu,1,20071,32
20070202,2007-02-02,20070202,200702,Qtr 1,2,February,Feb,5,33,2,6,Friday,Fri,1,20071,33
20070203,2007-02-03,20070203,200702,Qtr 1,2,February,Feb,5,34,3,7,Saturday,Sat,1,20071,34
20070204,2007-02-04,20070204,200702,Qtr 1,2,February,Feb,5,35,4,1,Sunday,Sun,1,20071,35
20070205,2007-02-05,20070205,200702,Qtr 1,2,February,Feb,6,36,5,2,Monday,Mon,1,20071,36
20070206,2007-02-06,20070206,200702,Qtr 1,2,February,Feb,6,37,6,3,Tuesday,Tue,1,20071,37
20070207,2007-02-07,20070207,200702,Qtr 1,2,February,Feb,6,38,7,4,Wednesday,Wed,1,20071,38
20070208,2007-02-08,20070208,200702,Qtr 1,2,February,Feb,6,39,8,5,Thursday,Thu,1,20071,39
20070209,2007-02-09,20070209,200702,Qtr 1,2,February,Feb,6,40,9,6,Friday,Fri,1,20071,40
20070210,2007-02-10,20070210,200702,Qtr 1,2,February,Feb,6,41,10,7,Saturday,Sat,1,20071,41
20070211,2007-02-11,20070211,200702,Qtr 1,2,February,Feb,6,42,11,1,Sunday,Sun,1,20071,42
20070212,2007-02-12,20070212,200702,Qtr 1,2,February,Feb,7,43,12,2,Monday,Mon,1,20071,43
20070213,2007-02-13,20070213,200702,Qtr 1,2,February,Feb,7,44,13,3,Tuesday,Tue,1,20071,44
20070214,2007-02-14,20070214,200702,Qtr 1,2,February,Feb,7,45,14,4,Wednesday,Wed,1,20071,45
20070215,2007-02-15,20070215,200702,Qtr 1,2,February,Feb,7,46,15,5,Thursday,Thu,1,20071,46
20070216,2007-02-16,20070216,200702,Qtr 1,2,February,Feb,7,47,16,6,Friday,Fri,1,20071,47
20070217,2007-02-17,20070217,200702,Qtr 1,2,February,Feb,7,48,17,7,Saturday,Sat,1,20071,48
20070218,2007-02-18,20070218,200702,Qtr 1,2,February,Feb,7,49,18,1,Sunday,Sun,1,20071,49
20070219,2007-02-19,20070219,200702,Qtr 1,2,February,Feb,8,50,19,2,Monday,Mon,1,20071,50
20070220,2007-02-20,20070220,200702,Qtr 1,2,February,Feb,8,51,20,3,Tuesday,Tue,1,20071,51
20070221,2007-02-21,20070221,200702,Qtr 1,2,February,Feb,8,52,21,4,Wednesday,Wed,1,20071,52
20070222,2007-02-22,20070222,200702,Qtr 1,2,February,Feb,8,53,22,5,Thursday,Thu,1,20071,53
20070223,2007-02-23,20070223,200702,Qtr 1,2,February,Feb,8,54,23,6,Friday,Fri,1,20071,54
20070224,2007-02-24,20070224,200702,Qtr 1,2,February,Feb,8,55,24,7,Saturday,Sat,1,20071,55
20070225,2007-02-25,20070225,200702,Qtr 1,2,February,Feb,8,56,25,1,Sunday,Sun,1,20071,56
20070226,2007-02-26,20070226,200702,Qtr 1,2,February,Feb,9,57,26,2,Monday,Mon,1,20071,57
20070227,2007-02-27,20070227,200702,Qtr 1,2,February,Feb,9,58,27,3,Tuesday,Tue,1,20071,58
20070228,2007-02-28,20070228,200702,Qtr 1,2,February,Feb,9,59,28,4,Wednesday,Wed,1,20071,59
20070301,2007-03-01,20070301,200703,Qtr 1,3,March,Mar,9,60,1,5,Thursday,Thu,1,20071,60
20070302,2007-03-02,20070302,200703,Qtr 1,3,March,Mar,9,61,2,6,Friday,Fri,1,20071,61
20070303,2007-03-03,20070303,200703,Qtr 1,3,March,Mar,9,62,3,7,Saturday,Sat,1,20071,62
20070304,2007-03-04,20070304,200703,Qtr 1,3,March,Mar,9,63,4,1,Sunday,Sun,1,20071,63
20070305,2007-03-05,20070305,200703,Qtr 1,3,March,Mar,10,64,5,2,Monday,Mon,1,20071,64
20070306,2007-03-06,20070306,200703,Qtr 1,3,March,Mar,10,65,6,3,Tuesday,Tue,1,20071,65
20070307,2007-03-07,20070307,200703,Qtr 1,3,March,Mar,10,66,7,4,Wednesday,Wed,1,20071,66
20070308,2007-03-08,20070308,200703,Qtr 1,3,March,Mar,10,67,8,5,Thursday,Thu,1,20071,67
20070309,2007-03-09,20070309,200703,Qtr 1,3,March,Mar,10,68,9,6,Friday,Fri,1,20071,68
20070310,2007-03-10,20070310,200703,Qtr 1,3,March,Mar,10,69,10,7,Saturday,Sat,1,20071,69
20070311,2007-03-11,20070311,200703,Qtr 1,3,March,Mar,10,70,11,1,Sunday,Sun,1,20071,70
20070312,2007-03-12,20070312,200703,Qtr 1,3,March,Mar,11,71,12,2,Monday,Mon,1,20071,71
20070313,2007-03-13,20070313,200703,Qtr 1,3,March,Mar,11,72,13,3,Tuesday,Tue,1,20071,72
20070314,2007-03-14,20070314,200703,Qtr 1,3,March,Mar,11,73,14,4,Wednesday,Wed,1,20071,73
20070315,2007-03-15,20070315,200703,Qtr 1,3,March,Mar,11,74,15,5,Thursday,Thu,1,20071,74
20070316,2007-03-16,20070316,200703,Qtr 1,3,March,Mar,11,75,16,6,Friday,Fri,1,20071,75
20070317,2007-03-17,20070317,200703,Qtr 1,3,March,Mar,11,76,17,7,Saturday,Sat,1,20071,76
20070318,2007-03-18,20070318,200703,Qtr 1,3,March,Mar,11,77,18,1,Sunday,Sun,1,20071,77
20070319,2007-03-19,20070319,200703,Qtr 1,3,March,Mar,12,78,19,2,Monday,Mon,1,20071,78
20070320,2007-03-20,20070320,200703,Qtr 1,3,March,Mar,12,79,20,3,Tuesday,Tue,1,20071,79
20070321,2007-03-21,20070321,200703,Qtr 1,3,March,Mar,12,80,21,4,Wednesday,Wed,1,20071,80
20070322,2007-03-22,20070322,200703,Qtr 1,3,March,Mar,12,81,22,5,Thursday,Thu,1,20071,81
20070323,2007-03-23,20070323,200703,Qtr 1,3,March,Mar,12,82,23,6,Friday,Fri,1,20071,82
20070324,2007-03-24,20070324,200703,Qtr 1,3,March,Mar,12,83,24,7,Saturday,Sat,1,20071,83
20070325,2007-03-25,20070325,200703,Qtr 1,3,March,Mar,12,84,25,1,Sunday,Sun,1,20071,84
20070326,2007-03-26,20070326,200703,Qtr 1,3,March,Mar,13,85,26,2,Monday,Mon,1,20071,85
20070327,2007-03-27,20070327,200703,Qtr 1,3,March,Mar,13,86,27,3,Tuesday,Tue,1,20071,86
20070328,2007-03-28,20070328,200703,Qtr 1,3,March,Mar,13,87,28,4,Wednesday,Wed,1,20071,87
20070329,2007-03-29,20070329,200703,Qtr 1,3,March,Mar,13,88,29,5,Thursday,Thu,1,20071,88
20070330,2007-03-30,20070330,200703,Qtr 1,3,March,Mar,13,89,30,6,Friday,Fri,1,20071,89
20070331,2007-03-31,20070331,200703,Qtr 1,3,March,Mar,13,90,31,7,Saturday,Sat,1,20071,90
20070401,2007-04-01,20070401,200704,Qtr 2,4,April,Apr,13,91,1,1,Sunday,Sun,2,20072,1
20070402,2007-04-02,20070402,200704,Qtr 2,4,April,Apr,14,92,2,2,Monday,Mon,2,20072,2
20070403,2007-04-03,20070403,200704,Qtr 2,4,April,Apr,14,93,3,3,Tuesday,Tue,2,20072,3
20070404,2007-04-04,20070404,200704,Qtr 2,4,April,Apr,14,94,4,4,Wednesday,Wed,2,20072,4
20070405,2007-04-05,20070405,200704,Qtr 2,4,April,Apr,14,95,5,5,Thursday,Thu,2,20072,5
20070406,2007-04-06,20070406,200704,Qtr 2,4,April,Apr,14,96,6,6,Friday,Fri,2,20072,6
20070407,2007-04-07,20070407,200704,Qtr 2,4,April,Apr,14,97,7,7,Saturday,Sat,2,20072,7
20070408,2007-04-08,20070408,200704,Qtr 2,4,April,Apr,14,98,8,1,Sunday,Sun,2,20072,8
20070409,2007-04-09,20070409,200704,Qtr 2,4,April,Apr,15,99,9,2,Monday,Mon,2,20072,9
20070410,2007-04-10,20070410,200704,Qtr 2,4,April,Apr,15,100,10,3,Tuesday,Tue,2,20072,10
20070411,2007-04-11,20070411,200704,Qtr 2,4,April,Apr,15,101,11,4,Wednesday,Wed,2,20072,11
20070412,2007-04-12,20070412,200704,Qtr 2,4,April,Apr,15,102,12,5,Thursday,Thu,2,20072,12
20070413,2007-04-13,20070413,200704,Qtr 2,4,April,Apr,15,103,13,6,Friday,Fri,2,20072,13
20070414,2007-04-14,20070414,200704,Qtr 2,4,April,Apr,15,104,14,7,Saturday,Sat,2,20072,14
20070415,2007-04-15,20070415,200704,Qtr 2,4,April,Apr,15,105,15,1,Sunday,Sun,2,20072,15
20070416,2007-04-16,20070416,200704,Qtr 2,4,April,Apr,16,106,16,2,Monday,Mon,2,20072,16
20070417,2007-04-17,20070417,200704,Qtr 2,4,April,Apr,16,107,17,3,Tuesday,Tue,2,20072,17
20070418,2007-04-18,20070418,200704,Qtr 2,4,April,Apr,16,108,18,4,Wednesday,Wed,2,20072,18
20070419,2007-04-19,20070419,200704,Qtr 2,4,April,Apr,16,109,19,5,Thursday,Thu,2,20072,19
20070420,2007-04-20,20070420,200704,Qtr 2,4,April,Apr,16,110,20,6,Friday,Fri,2,20072,20
20070421,2007-04-21,20070421,200704,Qtr 2,4,April,Apr,16,111,21,7,Saturday,Sat,2,20072,21
20070422,2007-04-22,20070422,200704,Qtr 2,4,April,Apr,16,112,22,1,Sunday,Sun,2,20072,22
20070423,2007-04-23,20070423,200704,Qtr 2,4,April,Apr,17,113,23,2,Monday,Mon,2,20072,23
20070424,2007-04-24,20070424,200704,Qtr 2,4,April,Apr,17,114,24,3,Tuesday,Tue,2,20072,24
20070425,2007-04-25,20070425,200704,Qtr 2,4,April,Apr,17,115,25,4,Wednesday,Wed,2,20072,25
20070426,2007-04-26,20070426,200704,Qtr 2,4,April,Apr,17,116,26,5,Thursday,Thu,2,20072,26
20070427,2007-04-27,20070427,200704,Qtr 2,4,April,Apr,17,117,27,6,Friday,Fri,2,20072,27
20070428,2007-04-28,20070428,200704,Qtr 2,4,April,Apr,17,118,28,7,Saturday,Sat,2,20072,28
20070429,2007-04-29,20070429,200704,Qtr 2,4,April,Apr,17,119,29,1,Sunday,Sun,2,20072,29
20070430,2007-04-30,20070430,200704,Qtr 2,4,April,Apr,18,120,30,2,Monday,Mon,2,20072,30
20070501,2007-05-01,20070501,200705,Qtr 2,5,May,May,18,121,1,3,Tuesday,Tue,2,20072,31
20070502,2007-05-02,20070502,200705,Qtr 2,5,May,May,18,122,2,4,Wednesday,Wed,2,20072,32
20070503,2007-05-03,20070503,200705,Qtr 2,5,May,May,18,123,3,5,Thursday,Thu,2,20072,33
20070504,2007-05-04,20070504,200705,Qtr 2,5,May,May,18,124,4,6,Friday,Fri,2,20072,34
20070505,2007-05-05,20070505,200705,Qtr 2,5,May,May,18,125,5,7,Saturday,Sat,2,20072,35
20070506,2007-05-06,20070506,200705,Qtr 2,5,May,May,18,126,6,1,Sunday,Sun,2,20072,36
20070507,2007-05-07,20070507,200705,Qtr 2,5,May,May,19,127,7,2,Monday,Mon,2,20072,37
20070508,2007-05-08,20070508,200705,Qtr 2,5,May,May,19,128,8,3,Tuesday,Tue,2,20072,38
20070509,2007-05-09,20070509,200705,Qtr 2,5,May,May,19,129,9,4,Wednesday,Wed,2,20072,39
20070510,2007-05-10,20070510,200705,Qtr 2,5,May,May,19,130,10,5,Thursday,Thu,2,20072,40
20070511,2007-05-11,20070511,200705,Qtr 2,5,May,May,19,131,11,6,Friday,Fri,2,20072,41
20070512,2007-05-12,20070512,200705,Qtr 2,5,May,May,19,132,12,7,Saturday,Sat,2,20072,42
20070513,2007-05-13,20070513,200705,Qtr 2,5,May,May,19,133,13,1,Sunday,Sun,2,20072,43
20070514,2007-05-14,20070514,200705,Qtr 2,5,May,May,20,134,14,2,Monday,Mon,2,20072,44
20070515,2007-05-15,20070515,200705,Qtr 2,5,May,May,20,135,15,3,Tuesday,Tue,2,20072,45
20070516,2007-05-16,20070516,200705,Qtr 2,5,May,May,20,136,16,4,Wednesday,Wed,2,20072,46
20070517,2007-05-17,20070517,200705,Qtr 2,5,May,May,20,137,17,5,Thursday,Thu,2,20072,47
20070518,2007-05-18,20070518,200705,Qtr 2,5,May,May,20,138,18,6,Friday,Fri,2,20072,48
20070519,2007-05-19,20070519,200705,Qtr 2,5,May,May,20,139,19,7,Saturday,Sat,2,20072,49
20070520,2007-05-20,20070520,200705,Qtr 2,5,May,May,20,140,20,1,Sunday,Sun,2,20072,50
20070521,2007-05-21,20070521,200705,Qtr 2,5,May,May,21,141,21,2,Monday,Mon,2,20072,51
20070522,2007-05-22,20070522,200705,Qtr 2,5,May,May,21,142,22,3,Tuesday,Tue,2,20072,52
20070523,2007-05-23,20070523,200705,Qtr 2,5,May,May,21,143,23,4,Wednesday,Wed,2,20072,53
20070524,2007-05-24,20070524,200705,Qtr 2,5,May,May,21,144,24,5,Thursday,Thu,2,20072,54
20070525,2007-05-25,20070525,200705,Qtr 2,5,May,May,21,145,25,6,Friday,Fri,2,20072,55
20070526,2007-05-26,20070526,200705,Qtr 2,5,May,May,21,146,26,7,Saturday,Sat,2,20072,56
20070527,2007-05-27,20070527,200705,Qtr 2,5,May,May,21,147,27,1,Sunday,Sun,2,20072,57
20070528,2007-05-28,20070528,200705,Qtr 2,5,May,May,22,148,28,2,Monday,Mon,2,20072,58
20070529,2007-05-29,20070529,200705,Qtr 2,5,May,May,22,149,29,3,Tuesday,Tue,2,20072,59
20070530,2007-05-30,20070530,200705,Qtr 2,5,May,May,22,150,30,4,Wednesday,Wed,2,20072,60
20070531,2007-05-31,20070531,200705,Qtr 2,5,May,May,22,151,31,5,Thursday,Thu,2,20072,61
20070601,2007-06-01,20070601,200706,Qtr 2,6,June,Jun,22,152,1,6,Friday,Fri,2,20072,62
20070602,2007-06-02,20070602,200706,Qtr 2,6,June,Jun,22,153,2,7,Saturday,Sat,2,20072,63
20070603,2007-06-03,20070603,200706,Qtr 2,6,June,Jun,22,154,3,1,Sunday,Sun,2,20072,64
20070604,2007-06-04,20070604,200706,Qtr 2,6,June,Jun,23,155,4,2,Monday,Mon,2,20072,65
20070605,2007-06-05,20070605,200706,Qtr 2,6,June,Jun,23,156,5,3,Tuesday,Tue,2,20072,66
20070606,2007-06-06,20070606,200706,Qtr 2,6,June,Jun,23,157,6,4,Wednesday,Wed,2,20072,67
20070607,2007-06-07,20070607,200706,Qtr 2,6,June,Jun,23,158,7,5,Thursday,Thu,2,20072,68
20070608,2007-06-08,20070608,200706,Qtr 2,6,June,Jun,23,159,8,6,Friday,Fri,2,20072,69
20070609,2007-06-09,20070609,200706,Qtr 2,6,June,Jun,23,160,9,7,Saturday,Sat,2,20072,70
20070610,2007-06-10,20070610,200706,Qtr 2,6,June,Jun,23,161,10,1,Sunday,Sun,2,20072,71
20070611,2007-06-11,20070611,200706,Qtr 2,6,June,Jun,24,162,11,2,Monday,Mon,2,20072,72
20070612,2007-06-12,20070612,200706,Qtr 2,6,June,Jun,24,163,12,3,Tuesday,Tue,2,20072,73
20070613,2007-06-13,20070613,200706,Qtr 2,6,June,Jun,24,164,13,4,Wednesday,Wed,2,20072,74
20070614,2007-06-14,20070614,200706,Qtr 2,6,June,Jun,24,165,14,5,Thursday,Thu,2,20072,75
20070615,2007-06-15,20070615,200706,Qtr 2,6,June,Jun,24,166,15,6,Friday,Fri,2,20072,76
20070616,2007-06-16,20070616,200706,Qtr 2,6,June,Jun,24,167,16,7,Saturday,Sat,2,20072,77
20070617,2007-06-17,20070617,200706,Qtr 2,6,June,Jun,24,168,17,1,Sunday,Sun,2,20072,78
20070618,2007-06-18,20070618,200706,Qtr 2,6,June,Jun,25,169,18,2,Monday,Mon,2,20072,79
20070619,2007-06-19,20070619,200706,Qtr 2,6,June,Jun,25,170,19,3,Tuesday,Tue,2,20072,80
20070620,2007-06-20,20070620,200706,Qtr 2,6,June,Jun,25,171,20,4,Wednesday,Wed,2,20072,81
20070621,2007-06-21,20070621,200706,Qtr 2,6,June,Jun,25,172,21,5,Thursday,Thu,2,20072,82
20070622,2007-06-22,20070622,200706,Qtr 2,6,June,Jun,25,173,22,6,Friday,Fri,2,20072,83
20070623,2007-06-23,20070623,200706,Qtr 2,6,June,Jun,25,174,23,7,Saturday,Sat,2,20072,84
20070624,2007-06-24,20070624,200706,Qtr 2,6,June,Jun,25,175,24,1,Sunday,Sun,2,20072,85
20070625,2007-06-25,20070625,200706,Qtr 2,6,June,Jun,26,176,25,2,Monday,Mon,2,20072,86
20070626,2007-06-26,20070626,200706,Qtr 2,6,June,Jun,26,177,26,3,Tuesday,Tue,2,20072,87
20070627,2007-06-27,20070627,200706,Qtr 2,6,June,Jun,26,178,27,4,Wednesday,Wed,2,20072,88
20070628,2007-06-28,20070628,200706,Qtr 2,6,June,Jun,26,179,28,5,Thursday,Thu,2,20072,89
20070629,2007-06-29,20070629,200706,Qtr 2,6,June,Jun,26,180,29,6,Friday,Fri,2,20072,90
20070630,2007-06-30,20070630,200706,Qtr 2,6,June,Jun,26,181,30,7,Saturday,Sat,2,20072,91
20070701,2007-07-01,20070701,200707,Qtr 3,7,July,Jul,26,182,1,1,Sunday,Sun,3,20073,1
20070702,2007-07-02,20070702,200707,Qtr 3,7,July,Jul,27,183,2,2,Monday,Mon,3,20073,2
20070703,2007-07-03,20070703,200707,Qtr 3,7,July,Jul,27,184,3,3,Tuesday,Tue,3,20073,3
20070704,2007-07-04,20070704,200707,Qtr 3,7,July,Jul,27,185,4,4,Wednesday,Wed,3,20073,4
